chain,x_mm,r_mm,diameter_mm,segment,source,station
duct_od,1303.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1304.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1305.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1306.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1307.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1308.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1309.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1310.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1311.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1312.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1313.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1314.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1315.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1316.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1317.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1318.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1319.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1320.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1321.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1322.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1323.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1324.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1325.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1326.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1327.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1328.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1329.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1330.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1331.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1332.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1333.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1334.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1335.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1336.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1337.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1338.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1339.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1340.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1341.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1342.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1343.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1344.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1345.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1346.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1347.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1348.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1349.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1350.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1351.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1352.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1353.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1354.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1355.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1356.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1357.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1358.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1359.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1360.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1361.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1362.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1363.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1364.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1365.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1366.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1367.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1368.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1369.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1370.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1371.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1372.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1373.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1374.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1375.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1376.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1377.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1378.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1379.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1380.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1381.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1382.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1383.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1384.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1385.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1386.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1387.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1388.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1389.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1390.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1391.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1392.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1393.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1394.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1395.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1396.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1397.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1398.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1399.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1400.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1401.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1402.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1403.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1404.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1405.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1406.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1407.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1408.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1409.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1410.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1411.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1412.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1413.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1414.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1415.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1416.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1417.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1418.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1419.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1420.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1421.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1422.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1423.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1424.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1425.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1426.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1427.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1428.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1429.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1430.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1431.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1432.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1433.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1434.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1435.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1436.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1437.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1438.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1439.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1440.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1441.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1442.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1443.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1444.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1445.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1446.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1447.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1448.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1449.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1450.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1451.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1452.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1453.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1454.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1455.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1456.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1457.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1458.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1459.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1460.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1461.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1462.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1463.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1464.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1465.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1466.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1467.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1468.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1469.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1470.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1471.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1472.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1473.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1474.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1475.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1476.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1477.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1478.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1479.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1480.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1481.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1482.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1483.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1484.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1485.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1486.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1487.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1488.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1489.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1490.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1491.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1492.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1493.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1494.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1495.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1496.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1497.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1498.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1499.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1500.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1501.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1502.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1503.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1504.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1505.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1506.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1507.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1508.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1509.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1510.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1511.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1512.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1513.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1514.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1515.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1516.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1517.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1518.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1519.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1520.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1521.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1522.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1523.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1524.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1525.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1526.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1527.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1528.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1529.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1530.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1531.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1532.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1533.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1534.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1535.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1536.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1537.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1538.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1539.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1540.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1541.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1542.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1543.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1544.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1545.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1546.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1547.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1548.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1549.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1550.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1551.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1552.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1553.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1554.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1555.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1556.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1557.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1558.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1559.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1560.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1561.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1562.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1563.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1564.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1565.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1566.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1567.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1568.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1569.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1570.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1571.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1572.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1573.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1574.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1575.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1576.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1577.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1578.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1579.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1580.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1581.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1582.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1583.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1584.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1585.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1586.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1587.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1588.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1589.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1590.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1591.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1592.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1593.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1594.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1595.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1596.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1597.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1598.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1599.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1600.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1601.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1602.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1603.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1604.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1605.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1606.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1607.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1608.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1609.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1610.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1611.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1612.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1613.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1614.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1615.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1616.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1617.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1618.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1619.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1620.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1621.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1622.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1623.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1624.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1625.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1626.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1627.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1628.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1629.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1630.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1631.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1632.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1633.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1634.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1635.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1636.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1637.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1638.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1639.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1640.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1641.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1642.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1643.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1644.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1645.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1646.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1647.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1648.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1649.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1650.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1651.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1652.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1653.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1654.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1655.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1656.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1657.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1658.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1659.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1660.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1661.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1662.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1663.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1664.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1665.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1666.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1667.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1668.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1669.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1670.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1671.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1672.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1673.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1674.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1675.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1676.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1677.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1678.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1679.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1680.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1681.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1682.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1683.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1684.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1685.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1686.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1687.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1688.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1689.0000,58.81903,117.63805,tailpipe OD,DERIVED,
duct_od,1690.0000,58.81903,117.63805,tailpipe OD,DERIVED,
