x_mm,region,flow_radius_mm,flow_area_cm2,area_over_body,area_over_throat,equivalent_radius_mm,station
1040.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1041.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1042.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1043.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1044.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1045.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1046.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1047.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1048.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1049.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1050.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1051.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1052.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1053.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1054.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1055.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1056.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1057.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1058.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1059.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1060.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1061.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1062.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1063.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1064.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1065.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1066.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1067.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1068.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1069.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1070.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1071.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1072.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1073.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1074.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1075.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1076.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1077.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1078.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1079.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1080.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1081.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1082.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1083.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1084.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1085.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1086.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1087.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1088.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1089.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1090.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1091.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1092.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1093.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1094.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1095.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1096.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1097.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1098.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1099.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1100.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1101.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1102.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1103.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1104.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1105.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1106.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1107.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1108.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1109.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1110.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1111.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1112.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1113.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1114.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1115.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1116.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1117.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1118.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1119.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1120.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1121.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1122.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1123.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1124.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1125.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1126.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1127.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1128.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1129.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1130.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1131.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1132.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1133.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1134.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1135.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1136.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1137.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1138.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1139.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1140.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1141.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1142.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1143.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1144.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1145.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1146.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1147.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1148.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1149.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1150.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1151.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1152.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1153.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1154.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1155.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1156.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1157.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1158.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1159.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1160.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1161.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1162.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1163.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1164.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1165.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1166.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1167.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1168.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1169.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1170.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1171.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1172.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1173.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1174.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1175.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1176.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1177.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1178.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1179.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1180.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1181.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1182.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1183.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1184.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1185.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1186.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1187.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1188.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1189.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1190.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1191.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1192.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1193.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1194.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1195.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1196.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1197.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1198.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1199.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1200.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1201.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1202.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1203.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1204.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1205.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1206.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1207.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1208.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1209.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1210.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1211.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1212.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1213.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1214.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1215.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1216.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1217.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1218.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1219.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1220.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1221.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1222.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1223.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1224.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1225.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1226.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1227.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1228.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1229.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1230.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1231.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1232.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1233.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1234.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1235.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1236.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1237.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1238.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1239.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1240.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1241.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1242.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1243.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1244.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1245.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1246.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1247.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1248.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1249.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1250.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1251.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1252.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1253.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1254.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1255.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1256.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1257.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1258.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1259.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1260.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1261.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1262.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1263.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1264.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1265.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1266.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1267.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1268.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1269.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1270.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1271.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1272.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1273.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1274.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1275.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1276.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1277.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1278.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1279.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1280.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1281.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1282.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1283.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1284.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1285.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1286.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1287.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1288.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1289.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1290.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1291.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1292.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1293.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1294.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1295.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1296.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1297.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1298.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1299.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1300.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1301.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1302.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1303.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1304.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1305.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1306.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1307.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1308.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1309.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1310.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1311.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1312.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1313.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1314.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1315.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1316.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1317.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1318.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1319.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1320.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1321.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1322.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1323.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1324.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1325.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1326.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1327.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1328.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1329.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
