time_s,mode,downrange_m,altitude_m,velocity_m_s,mach,flight_path_angle_deg,dynamic_pressure_pa,air_density_kg_m3,static_temperature_k,mass_kg,thrust_n,drag_n,thrust_to_weight,along_path_accel_m_s2,along_path_accel_g,load_n_roll_axial_g,load_n_yaw_normal_g,load_n_total_g,axial_force_n,normal_force_n,turn_radius_m,fuel_burned_kg,fuel_flow_kg_s,specific_impulse_s,stall_speed_m_s
197.7,return,6851.6605,1017.9851,76.29818,0.226832,-9.0,3229.953,1.10968,281.5331,20.55478,0.0,48.1869,0.0,-0.81022,-0.082619,-0.239054,0.987688,1.016206,-48.187,199.092,0.0,2.1248381,0.0,0.0,45.8075
197.72,return,6850.1536,1017.7464,76.28198,0.226783,-9.0,3228.657,1.109706,281.5346,20.55478,0.0,48.1812,0.0,-0.80994,-0.082591,-0.239025,0.987688,1.016199,-48.181,199.092,0.0,2.1248381,0.0,0.0,45.8069
197.74,return,6848.6471,1017.5078,76.26578,0.226735,-9.0,3227.361,1.109732,281.5362,20.55478,0.0,48.1754,0.0,-0.80966,-0.082562,-0.238997,0.987688,1.016193,-48.175,199.092,0.0,2.1248381,0.0,0.0,45.8064
197.76,return,6847.1409,1017.2692,76.24958,0.226686,-9.0,3226.067,1.109758,281.5378,20.55478,0.0,48.1696,0.0,-0.80938,-0.082534,-0.238968,0.987688,1.016186,-48.17,199.092,0.0,2.1248381,0.0,0.0,45.8058
197.78,return,6845.635,1017.0307,76.2334,0.226637,-9.0,3224.773,1.109784,281.5393,20.55478,0.0,48.1639,0.0,-0.8091,-0.082505,-0.23894,0.987688,1.016179,-48.164,199.092,0.0,2.1248381,0.0,0.0,45.8053
197.8,return,6844.1294,1016.7923,76.21722,0.226588,-9.0,3223.479,1.10981,281.5409,20.55478,0.0,48.1582,0.0,-0.80882,-0.082477,-0.238911,0.987688,1.016173,-48.158,199.092,0.0,2.1248381,0.0,0.0,45.8048
197.82,return,6842.6242,1016.5538,76.20104,0.22654,-9.0,3222.187,1.109836,281.5424,20.55478,0.0,48.1524,0.0,-0.80854,-0.082448,-0.238883,0.987688,1.016166,-48.152,199.092,0.0,2.1248381,0.0,0.0,45.8042
197.84,return,6841.1192,1016.3155,76.18487,0.226491,-9.0,3220.895,1.109862,281.5439,20.55478,0.0,48.1467,0.0,-0.80826,-0.08242,-0.238854,0.987688,1.016159,-48.147,199.092,0.0,2.1248381,0.0,0.0,45.8037
197.86,return,6839.6146,1016.0772,76.1687,0.226442,-9.0,3219.603,1.109888,281.5455,20.55478,0.0,48.141,0.0,-0.80798,-0.082391,-0.238826,0.987688,1.016153,-48.141,199.092,0.0,2.1248381,0.0,0.0,45.8032
197.88,return,6838.1103,1015.8389,76.15254,0.226394,-9.0,3218.313,1.109914,281.547,20.55478,0.0,48.1353,0.0,-0.80771,-0.082363,-0.238798,0.987688,1.016146,-48.135,199.092,0.0,2.1248381,0.0,0.0,45.8026
197.9,return,6836.6063,1015.6007,76.13639,0.226345,-9.0,3217.023,1.10994,281.5486,20.55478,0.0,48.1296,0.0,-0.80743,-0.082335,-0.238769,0.987688,1.016139,-48.13,199.092,0.0,2.1248381,0.0,0.0,45.8021
197.92,return,6835.1027,1015.3626,76.12024,0.226296,-9.0,3215.733,1.109966,281.5501,20.55478,0.0,48.1239,0.0,-0.80715,-0.082307,-0.238741,0.987688,1.016133,-48.124,199.092,0.0,2.1248381,0.0,0.0,45.8016
197.94,return,6833.5993,1015.1244,76.1041,0.226248,-9.0,3214.445,1.109992,281.5517,20.55478,0.0,48.1182,0.0,-0.80688,-0.082278,-0.238713,0.987688,1.016126,-48.118,199.092,0.0,2.1248381,0.0,0.0,45.801
197.96,return,6832.0963,1014.8864,76.08796,0.226199,-9.0,3213.157,1.110018,281.5532,20.55478,0.0,48.1125,0.0,-0.8066,-0.08225,-0.238685,0.987688,1.016119,-48.113,199.092,0.0,2.1248381,0.0,0.0,45.8005
197.98,return,6830.5936,1014.6484,76.07183,0.22615,-9.0,3211.87,1.110044,281.5548,20.55478,0.0,48.1069,0.0,-0.80632,-0.082222,-0.238657,0.987688,1.016113,-48.107,199.092,0.0,2.1248381,0.0,0.0,45.8
198.0,return,6829.0912,1014.4104,76.0557,0.226102,-9.0,3210.583,1.11007,281.5563,20.55478,0.0,48.1012,0.0,-0.80605,-0.082194,-0.238629,0.987688,1.016106,-48.101,199.092,0.0,2.1248381,0.0,0.0,45.7994
198.02,return,6827.5891,1014.1725,76.03958,0.226053,-9.0,3209.297,1.110096,281.5579,20.55478,0.0,48.0955,0.0,-0.80577,-0.082166,-0.2386,0.987688,1.0161,-48.096,199.092,0.0,2.1248381,0.0,0.0,45.7989
198.04,return,6826.0874,1013.9347,76.02347,0.226005,-9.0,3208.012,1.110122,281.5594,20.55478,0.0,48.0899,0.0,-0.8055,-0.082138,-0.238572,0.987688,1.016093,-48.09,199.092,0.0,2.1248381,0.0,0.0,45.7983
198.06,return,6824.586,1013.6969,76.00736,0.225956,-9.0,3206.727,1.110148,281.561,20.55478,0.0,48.0843,0.0,-0.80522,-0.08211,-0.238545,0.987688,1.016086,-48.084,199.092,0.0,2.1248381,0.0,0.0,45.7978
198.08,return,6823.0848,1013.4591,75.99125,0.225908,-9.0,3205.444,1.110174,281.5625,20.55478,0.0,48.0786,0.0,-0.80495,-0.082082,-0.238517,0.987688,1.01608,-48.079,199.092,0.0,2.1248381,0.0,0.0,45.7973
198.1,return,6821.584,1013.2214,75.97515,0.225859,-9.0,3204.16,1.1102,281.5641,20.55478,0.0,48.073,0.0,-0.80468,-0.082054,-0.238489,0.987688,1.016073,-48.073,199.092,0.0,2.1248381,0.0,0.0,45.7967
198.12,return,6820.0836,1012.9838,75.95906,0.225811,-9.0,3202.878,1.110226,281.5656,20.55478,0.0,48.0674,0.0,-0.8044,-0.082026,-0.238461,0.987688,1.016067,-48.067,199.092,0.0,2.1248381,0.0,0.0,45.7962
198.14,return,6818.5834,1012.7462,75.94297,0.225762,-9.0,3201.596,1.110251,281.5671,20.55478,0.0,48.0618,0.0,-0.80413,-0.081999,-0.238433,0.987688,1.01606,-48.062,199.092,0.0,2.1248381,0.0,0.0,45.7957
198.16,return,6817.0836,1012.5086,75.92689,0.225714,-9.0,3200.315,1.110277,281.5687,20.55478,0.0,48.0562,0.0,-0.80386,-0.081971,-0.238405,0.987688,1.016054,-48.056,199.092,0.0,2.1248381,0.0,0.0,45.7951
198.18,return,6815.584,1012.2711,75.91081,0.225666,-9.0,3199.034,1.110303,281.5702,20.55478,0.0,48.0506,0.0,-0.80359,-0.081943,-0.238378,0.987688,1.016047,-48.051,199.092,0.0,2.1248381,0.0,0.0,45.7946
198.2,return,6814.0848,1012.0337,75.89474,0.225617,-9.0,3197.754,1.110329,281.5718,20.55478,0.0,48.045,0.0,-0.80332,-0.081915,-0.23835,0.987688,1.016041,-48.045,199.092,0.0,2.1248381,0.0,0.0,45.7941
198.22,return,6812.5859,1011.7963,75.87867,0.225569,-9.0,3196.475,1.110355,281.5733,20.55478,0.0,48.0395,0.0,-0.80304,-0.081888,-0.238322,0.987688,1.016034,-48.039,199.092,0.0,2.1248381,0.0,0.0,45.7935
198.24,return,6811.0874,1011.5589,75.86261,0.22552,-9.0,3195.197,1.110381,281.5749,20.55478,0.0,48.0339,0.0,-0.80277,-0.08186,-0.238295,0.987688,1.016028,-48.034,199.092,0.0,2.1248381,0.0,0.0,45.793
198.26,return,6809.5891,1011.3216,75.84656,0.225472,-9.0,3193.919,1.110407,281.5764,20.55478,0.0,48.0283,0.0,-0.8025,-0.081833,-0.238267,0.987688,1.016021,-48.028,199.092,0.0,2.1248381,0.0,0.0,45.7925
198.28,return,6808.0912,1011.0844,75.83051,0.225424,-9.0,3192.642,1.110433,281.578,20.55478,0.0,48.0228,0.0,-0.80223,-0.081805,-0.23824,0.987688,1.016015,-48.023,199.092,0.0,2.1248381,0.0,0.0,45.7919
198.3,return,6806.5936,1010.8472,75.81446,0.225375,-9.0,3191.365,1.110459,281.5795,20.55478,0.0,48.0173,0.0,-0.80196,-0.081778,-0.238212,0.987688,1.016008,-48.017,199.092,0.0,2.1248381,0.0,0.0,45.7914
198.32,return,6805.0963,1010.61,75.79842,0.225327,-9.0,3190.089,1.110485,281.581,20.55478,0.0,48.0117,0.0,-0.8017,-0.08175,-0.238185,0.987688,1.016002,-48.012,199.092,0.0,2.1248381,0.0,0.0,45.7909
198.34,return,6803.5993,1010.3729,75.78239,0.225279,-9.0,3188.814,1.11051,281.5826,20.55478,0.0,48.0062,0.0,-0.80143,-0.081723,-0.238157,0.987688,1.015996,-48.006,199.092,0.0,2.1248381,0.0,0.0,45.7903
198.36,return,6802.1026,1010.1359,75.76636,0.225231,-9.0,3187.54,1.110536,281.5841,20.55478,0.0,48.0007,0.0,-0.80116,-0.081695,-0.23813,0.987688,1.015989,-48.001,199.092,0.0,2.1248381,0.0,0.0,45.7898
198.38,return,6800.6062,1009.8989,75.75034,0.225182,-9.0,3186.266,1.110562,281.5857,20.55478,0.0,47.9952,0.0,-0.80089,-0.081668,-0.238103,0.987688,1.015983,-47.995,199.092,0.0,2.1248381,0.0,0.0,45.7893
198.4,return,6799.1102,1009.6619,75.73432,0.225134,-9.0,3184.992,1.110588,281.5872,20.55478,0.0,47.9897,0.0,-0.80062,-0.081641,-0.238075,0.987688,1.015976,-47.99,199.092,0.0,2.1248381,0.0,0.0,45.7887
198.42,return,6797.6145,1009.425,75.71831,0.225086,-9.0,3183.72,1.110614,281.5887,20.55478,0.0,47.9842,0.0,-0.80036,-0.081614,-0.238048,0.987688,1.01597,-47.984,199.092,0.0,2.1248381,0.0,0.0,45.7882
198.44,return,6796.1191,1009.1882,75.7023,0.225038,-9.0,3182.448,1.11064,281.5903,20.55478,0.0,47.9787,0.0,-0.80009,-0.081586,-0.238021,0.987688,1.015964,-47.979,199.092,0.0,2.1248381,0.0,0.0,45.7877
198.46,return,6794.624,1008.9514,75.6863,0.22499,-9.0,3181.177,1.110665,281.5918,20.55478,0.0,47.9732,0.0,-0.79982,-0.081559,-0.237994,0.987688,1.015957,-47.973,199.092,0.0,2.1248381,0.0,0.0,45.7871
198.48,return,6793.1292,1008.7146,75.6703,0.224941,-9.0,3179.906,1.110691,281.5934,20.55478,0.0,47.9677,0.0,-0.79956,-0.081532,-0.237966,0.987688,1.015951,-47.968,199.092,0.0,2.1248381,0.0,0.0,45.7866
198.5,return,6791.6348,1008.4779,75.65431,0.224893,-9.0,3178.636,1.110717,281.5949,20.55478,0.0,47.9623,0.0,-0.79929,-0.081505,-0.237939,0.987688,1.015945,-47.962,199.092,0.0,2.1248381,0.0,0.0,45.7861
198.52,return,6790.1406,1008.2413,75.63832,0.224845,-9.0,3177.367,1.110743,281.5964,20.55478,0.0,47.9568,0.0,-0.79903,-0.081478,-0.237912,0.987688,1.015938,-47.957,199.092,0.0,2.1248381,0.0,0.0,45.7855
198.54,return,6788.6468,1008.0047,75.62234,0.224797,-9.0,3176.098,1.110769,281.598,20.55478,0.0,47.9514,0.0,-0.79876,-0.081451,-0.237885,0.987688,1.015932,-47.951,199.092,0.0,2.1248381,0.0,0.0,45.785
198.56,return,6787.1533,1007.7681,75.60637,0.224749,-9.0,3174.83,1.110795,281.5995,20.55478,0.0,47.946,0.0,-0.7985,-0.081424,-0.237858,0.987688,1.015926,-47.946,199.092,0.0,2.1248381,0.0,0.0,45.7845
198.58,return,6785.6601,1007.5316,75.5904,0.224701,-9.0,3173.563,1.11082,281.601,20.55478,0.0,47.9405,0.0,-0.79823,-0.081397,-0.237831,0.987688,1.015919,-47.941,199.092,0.0,2.1248381,0.0,0.0,45.7839
198.6,return,6784.1672,1007.2952,75.57443,0.224653,-9.0,3172.296,1.110846,281.6026,20.55478,0.0,47.9351,0.0,-0.79797,-0.08137,-0.237805,0.987688,1.015913,-47.935,199.092,0.0,2.1248381,0.0,0.0,45.7834
198.62,return,6782.6746,1007.0588,75.55847,0.224605,-9.0,3171.03,1.110872,281.6041,20.55478,0.0,47.9297,0.0,-0.7977,-0.081343,-0.237778,0.987688,1.015907,-47.93,199.092,0.0,2.1248381,0.0,0.0,45.7829
198.64,return,6781.1824,1006.8224,75.54252,0.224557,-9.0,3169.765,1.110898,281.6057,20.55478,0.0,47.9243,0.0,-0.79744,-0.081316,-0.237751,0.987688,1.0159,-47.924,199.092,0.0,2.1248381,0.0,0.0,45.7823
198.66,return,6779.6904,1006.5861,75.52657,0.224509,-9.0,3168.5,1.110924,281.6072,20.55478,0.0,47.9189,0.0,-0.79718,-0.08129,-0.237724,0.987688,1.015894,-47.919,199.092,0.0,2.1248381,0.0,0.0,45.7818
198.68,return,6778.1988,1006.3499,75.51063,0.224461,-9.0,3167.236,1.110949,281.6087,20.55478,0.0,47.9135,0.0,-0.79692,-0.081263,-0.237697,0.987688,1.015888,-47.913,199.092,0.0,2.1248381,0.0,0.0,45.7813
198.7,return,6776.7075,1006.1137,75.49469,0.224413,-9.0,3165.973,1.110975,281.6103,20.55478,0.0,47.9081,0.0,-0.79665,-0.081236,-0.237671,0.987688,1.015882,-47.908,199.092,0.0,2.1248381,0.0,0.0,45.7808
198.72,return,6775.2165,1005.8775,75.47876,0.224365,-9.0,3164.71,1.111001,281.6118,20.55478,0.0,47.9027,0.0,-0.79639,-0.08121,-0.237644,0.987688,1.015875,-47.903,199.092,0.0,2.1248381,0.0,0.0,45.7802
198.74,return,6773.7259,1005.6414,75.46283,0.224317,-9.0,3163.448,1.111027,281.6133,20.55478,0.0,47.8974,0.0,-0.79613,-0.081183,-0.237617,0.987688,1.015869,-47.897,199.092,0.0,2.1248381,0.0,0.0,45.7797
198.76,return,6772.2355,1005.4054,75.44691,0.224269,-9.0,3162.186,1.111052,281.6149,20.55478,0.0,47.892,0.0,-0.79587,-0.081156,-0.237591,0.987688,1.015863,-47.892,199.092,0.0,2.1248381,0.0,0.0,45.7792
198.78,return,6770.7455,1005.1694,75.43099,0.224221,-9.0,3160.925,1.111078,281.6164,20.55478,0.0,47.8867,0.0,-0.79561,-0.08113,-0.237564,0.987688,1.015857,-47.887,199.092,0.0,2.1248381,0.0,0.0,45.7786
198.8,return,6769.2557,1004.9334,75.41508,0.224173,-9.0,3159.665,1.111104,281.6179,20.55478,0.0,47.8813,0.0,-0.79535,-0.081103,-0.237538,0.987688,1.015851,-47.881,199.092,0.0,2.1248381,0.0,0.0,45.7781
198.82,return,6767.7663,1004.6975,75.39917,0.224125,-9.0,3158.405,1.11113,281.6195,20.55478,0.0,47.876,0.0,-0.79509,-0.081077,-0.237511,0.987688,1.015844,-47.876,199.092,0.0,2.1248381,0.0,0.0,45.7776
198.84,return,6766.2772,1004.4617,75.38327,0.224077,-9.0,3157.146,1.111155,281.621,20.55478,0.0,47.8707,0.0,-0.79483,-0.08105,-0.237485,0.987688,1.015838,-47.871,199.092,0.0,2.1248381,0.0,0.0,45.777
198.86,return,6764.7884,1004.2259,75.36737,0.224029,-9.0,3155.888,1.111181,281.6225,20.55478,0.0,47.8653,0.0,-0.79457,-0.081024,-0.237458,0.987688,1.015832,-47.865,199.092,0.0,2.1248381,0.0,0.0,45.7765
198.88,return,6763.2999,1003.9901,75.35148,0.223981,-9.0,3154.631,1.111207,281.6241,20.55478,0.0,47.86,0.0,-0.79432,-0.080998,-0.237432,0.987688,1.015826,-47.86,199.092,0.0,2.1248381,0.0,0.0,45.776
198.9,return,6761.8118,1003.7544,75.33559,0.223934,-9.0,3153.373,1.111233,281.6256,20.55478,0.0,47.8547,0.0,-0.79406,-0.080971,-0.237406,0.987688,1.01582,-47.855,199.092,0.0,2.1248381,0.0,0.0,45.7755
198.92,return,6760.3239,1003.5188,75.31971,0.223886,-9.0,3152.117,1.111258,281.6271,20.55478,0.0,47.8494,0.0,-0.7938,-0.080945,-0.237379,0.987688,1.015814,-47.849,199.092,0.0,2.1248381,0.0,0.0,45.7749
198.94,return,6758.8364,1003.2832,75.30384,0.223838,-9.0,3150.861,1.111284,281.6287,20.55478,0.0,47.8441,0.0,-0.79354,-0.080919,-0.237353,0.987688,1.015807,-47.844,199.092,0.0,2.1248381,0.0,0.0,45.7744
198.96,return,6757.3492,1003.0476,75.28796,0.22379,-9.0,3149.606,1.11131,281.6302,20.55478,0.0,47.8389,0.0,-0.79329,-0.080893,-0.237327,0.987688,1.015801,-47.839,199.092,0.0,2.1248381,0.0,0.0,45.7739
198.98,return,6755.8623,1002.8121,75.2721,0.223742,-9.0,3148.352,1.111335,281.6317,20.55478,0.0,47.8336,0.0,-0.79303,-0.080866,-0.237301,0.987688,1.015795,-47.834,199.092,0.0,2.1248381,0.0,0.0,45.7733
199.0,return,6754.3757,1002.5767,75.25624,0.223695,-9.0,3147.098,1.111361,281.6333,20.55478,0.0,47.8283,0.0,-0.79277,-0.08084,-0.237275,0.987688,1.015789,-47.828,199.092,0.0,2.1248381,0.0,0.0,45.7728
199.02,return,6752.8894,1002.3413,75.24038,0.223647,-9.0,3145.845,1.111387,281.6348,20.55478,0.0,47.8231,0.0,-0.79252,-0.080814,-0.237249,0.987688,1.015783,-47.823,199.092,0.0,2.1248381,0.0,0.0,45.7723
199.04,return,6751.4034,1002.1059,75.22453,0.223599,-9.0,3144.592,1.111413,281.6363,20.55478,0.0,47.8178,0.0,-0.79226,-0.080788,-0.237223,0.987688,1.015777,-47.818,199.092,0.0,2.1248381,0.0,0.0,45.7717
199.06,return,6749.9178,1001.8706,75.20869,0.223551,-9.0,3143.34,1.111438,281.6378,20.55478,0.0,47.8126,0.0,-0.79201,-0.080762,-0.237197,0.987688,1.015771,-47.813,199.092,0.0,2.1248381,0.0,0.0,45.7712
199.08,return,6748.4324,1001.6353,75.19285,0.223504,-9.0,3142.089,1.111464,281.6394,20.55478,0.0,47.8073,0.0,-0.79175,-0.080736,-0.237171,0.987688,1.015765,-47.807,199.092,0.0,2.1248381,0.0,0.0,45.7707
199.1,return,6746.9474,1001.4001,75.17701,0.223456,-9.0,3140.838,1.11149,281.6409,20.55478,0.0,47.8021,0.0,-0.7915,-0.08071,-0.237145,0.987688,1.015759,-47.802,199.092,0.0,2.1248381,0.0,0.0,45.7702
199.12,return,6745.4627,1001.165,75.16118,0.223408,-9.0,3139.588,1.111515,281.6424,20.55478,0.0,47.7969,0.0,-0.79124,-0.080684,-0.237119,0.987688,1.015753,-47.797,199.092,0.0,2.1248381,0.0,0.0,45.7696
199.14,return,6743.9783,1000.9299,75.14536,0.223361,-9.0,3138.339,1.111541,281.644,20.55478,0.0,47.7917,0.0,-0.79099,-0.080659,-0.237093,0.987688,1.015747,-47.792,199.092,0.0,2.1248381,0.0,0.0,45.7691
199.16,return,6742.4942,1000.6948,75.12954,0.223313,-9.0,3137.09,1.111567,281.6455,20.55478,0.0,47.7865,0.0,-0.79074,-0.080633,-0.237067,0.987688,1.015741,-47.786,199.092,0.0,2.1248381,0.0,0.0,45.7686
199.18,return,6741.0104,1000.4598,75.11372,0.223266,-9.0,3135.842,1.111592,281.647,20.55478,0.0,47.7813,0.0,-0.79048,-0.080607,-0.237041,0.987688,1.015735,-47.781,199.092,0.0,2.1248381,0.0,0.0,45.768
199.2,return,6739.5269,1000.2248,75.09791,0.223218,-9.0,3134.594,1.111618,281.6485,20.55478,0.0,47.7761,0.0,-0.79023,-0.080581,-0.237016,0.987688,1.015729,-47.776,199.092,0.0,2.1248381,0.0,0.0,45.7675
199.22,return,6738.0438,999.9899,75.08211,0.22317,-9.0,3133.347,1.111644,281.6501,20.55478,0.0,47.7709,0.0,-0.78998,-0.080556,-0.23699,0.987688,1.015723,-47.771,199.092,0.0,2.1248381,0.0,0.0,45.767
199.24,return,6736.5609,999.7551,75.06631,0.223123,-9.0,3132.101,1.111669,281.6516,20.55478,0.0,47.7657,0.0,-0.78973,-0.08053,-0.236964,0.987688,1.015717,-47.766,199.092,0.0,2.1248381,0.0,0.0,45.7665
199.26,return,6735.0784,999.5203,75.05051,0.223075,-9.0,3130.855,1.111695,281.6531,20.55478,0.0,47.7606,0.0,-0.78948,-0.080504,-0.236939,0.987688,1.015711,-47.761,199.092,0.0,2.1248381,0.0,0.0,45.7659
199.28,return,6733.5962,999.2855,75.03472,0.223028,-9.0,3129.61,1.111721,281.6546,20.55478,0.0,47.7554,0.0,-0.78923,-0.080479,-0.236913,0.987688,1.015705,-47.755,199.092,0.0,2.1248381,0.0,0.0,45.7654
199.3,return,6732.1143,999.0508,75.01894,0.22298,-9.0,3128.365,1.111746,281.6562,20.55478,0.0,47.7503,0.0,-0.78898,-0.080453,-0.236888,0.987688,1.015699,-47.75,199.092,0.0,2.1248381,0.0,0.0,45.7649
199.32,return,6730.6327,998.8161,75.00316,0.222933,-9.0,3127.122,1.111772,281.6577,20.55478,0.0,47.7451,0.0,-0.78873,-0.080428,-0.236862,0.987688,1.015693,-47.745,199.092,0.0,2.1248381,0.0,0.0,45.7644
199.34,return,6729.1514,998.5815,74.98739,0.222885,-9.0,3125.878,1.111797,281.6592,20.55478,0.0,47.74,0.0,-0.78848,-0.080402,-0.236837,0.987688,1.015687,-47.74,199.092,0.0,2.1248381,0.0,0.0,45.7638
199.36,return,6727.6704,998.347,74.97162,0.222838,-9.0,3124.636,1.111823,281.6607,20.55478,0.0,47.7349,0.0,-0.78823,-0.080377,-0.236811,0.987688,1.015681,-47.735,199.092,0.0,2.1248381,0.0,0.0,45.7633
199.38,return,6726.1898,998.1124,74.95585,0.22279,-9.0,3123.394,1.111849,281.6623,20.55478,0.0,47.7297,0.0,-0.78798,-0.080351,-0.236786,0.987688,1.015675,-47.73,199.092,0.0,2.1248381,0.0,0.0,45.7628
199.4,return,6724.7094,997.878,74.94009,0.222743,-9.0,3122.153,1.111874,281.6638,20.55478,0.0,47.7246,0.0,-0.78773,-0.080326,-0.23676,0.987688,1.015669,-47.725,199.092,0.0,2.1248381,0.0,0.0,45.7622
199.42,return,6723.2294,997.6436,74.92434,0.222695,-9.0,3120.912,1.1119,281.6653,20.55478,0.0,47.7195,0.0,-0.78748,-0.080301,-0.236735,0.987688,1.015663,-47.72,199.092,0.0,2.1248381,0.0,0.0,45.7617
199.44,return,6721.7497,997.4092,74.90859,0.222648,-9.0,3119.672,1.111925,281.6668,20.55478,0.0,47.7144,0.0,-0.78723,-0.080275,-0.23671,0.987688,1.015657,-47.714,199.092,0.0,2.1248381,0.0,0.0,45.7612
199.46,return,6720.2702,997.1749,74.89284,0.222601,-9.0,3118.432,1.111951,281.6684,20.55478,0.0,47.7094,0.0,-0.78698,-0.08025,-0.236685,0.987688,1.015651,-47.709,199.092,0.0,2.1248381,0.0,0.0,45.7607
199.48,return,6718.7911,996.9406,74.8771,0.222553,-9.0,3117.193,1.111977,281.6699,20.55478,0.0,47.7043,0.0,-0.78674,-0.080225,-0.236659,0.987688,1.015646,-47.704,199.092,0.0,2.1248381,0.0,0.0,45.7601
199.5,return,6717.3123,996.7064,74.86137,0.222506,-9.0,3115.955,1.112002,281.6714,20.55478,0.0,47.6992,0.0,-0.78649,-0.0802,-0.236634,0.987688,1.01564,-47.699,199.092,0.0,2.1248381,0.0,0.0,45.7596
199.52,return,6715.8339,996.4722,74.84564,0.222458,-9.0,3114.717,1.112028,281.6729,20.55478,0.0,47.6941,0.0,-0.78624,-0.080175,-0.236609,0.987688,1.015634,-47.694,199.092,0.0,2.1248381,0.0,0.0,45.7591
199.54,return,6714.3557,996.2381,74.82991,0.222411,-9.0,3113.48,1.112053,281.6745,20.55478,0.0,47.6891,0.0,-0.786,-0.08015,-0.236584,0.987688,1.015628,-47.689,199.092,0.0,2.1248381,0.0,0.0,45.7586
199.56,return,6712.8778,996.004,74.81419,0.222364,-9.0,3112.244,1.112079,281.676,20.55478,0.0,47.684,0.0,-0.78575,-0.080125,-0.236559,0.987688,1.015622,-47.684,199.092,0.0,2.1248381,0.0,0.0,45.758
199.58,return,6711.4003,995.77,74.79848,0.222317,-9.0,3111.008,1.112104,281.6775,20.55478,0.0,47.679,0.0,-0.78551,-0.080099,-0.236534,0.987688,1.015616,-47.679,199.092,0.0,2.1248381,0.0,0.0,45.7575
199.6,return,6709.923,995.536,74.78277,0.222269,-9.0,3109.773,1.11213,281.679,20.55478,0.0,47.674,0.0,-0.78526,-0.080075,-0.236509,0.987688,1.015611,-47.674,199.092,0.0,2.1248381,0.0,0.0,45.757
199.62,return,6708.4461,995.3021,74.76706,0.222222,-9.0,3108.538,1.112156,281.6805,20.55478,0.0,47.6689,0.0,-0.78502,-0.08005,-0.236484,0.987688,1.015605,-47.669,199.092,0.0,2.1248381,0.0,0.0,45.7565
199.64,return,6706.9695,995.0683,74.75136,0.222175,-9.0,3107.304,1.112181,281.6821,20.55478,0.0,47.6639,0.0,-0.78477,-0.080025,-0.236459,0.987688,1.015599,-47.664,199.092,0.0,2.1248381,0.0,0.0,45.7559
199.66,return,6705.4932,994.8344,74.73567,0.222127,-9.0,3106.071,1.112207,281.6836,20.55478,0.0,47.6589,0.0,-0.78453,-0.08,-0.236434,0.987688,1.015593,-47.659,199.092,0.0,2.1248381,0.0,0.0,45.7554
199.68,return,6704.0172,994.6007,74.71998,0.22208,-9.0,3104.838,1.112232,281.6851,20.55478,0.0,47.6539,0.0,-0.78429,-0.079975,-0.236409,0.987688,1.015587,-47.654,199.092,0.0,2.1248381,0.0,0.0,45.7549
199.7,return,6702.5415,994.3669,74.70429,0.222033,-9.0,3103.606,1.112258,281.6866,20.55478,0.0,47.6489,0.0,-0.78404,-0.07995,-0.236385,0.987688,1.015582,-47.649,199.092,0.0,2.1248381,0.0,0.0,45.7544
199.72,return,6701.0661,994.1332,74.68861,0.221986,-9.0,3102.374,1.112283,281.6881,20.55478,0.0,47.6439,0.0,-0.7838,-0.079925,-0.23636,0.987688,1.015576,-47.644,199.092,0.0,2.1248381,0.0,0.0,45.7538
199.74,return,6699.591,993.8996,74.67294,0.221939,-9.0,3101.143,1.112309,281.6897,20.55478,0.0,47.6389,0.0,-0.78356,-0.079901,-0.236335,0.987688,1.01557,-47.639,199.092,0.0,2.1248381,0.0,0.0,45.7533
199.76,return,6698.1163,993.666,74.65726,0.221891,-9.0,3099.913,1.112334,281.6912,20.55478,0.0,47.634,0.0,-0.78332,-0.079876,-0.236311,0.987688,1.015564,-47.634,199.092,0.0,2.1248381,0.0,0.0,45.7528
199.78,return,6696.6418,993.4325,74.6416,0.221844,-9.0,3098.683,1.11236,281.6927,20.55478,0.0,47.629,0.0,-0.78308,-0.079851,-0.236286,0.987688,1.015559,-47.629,199.092,0.0,2.1248381,0.0,0.0,45.7523
199.8,return,6695.1677,993.199,74.62594,0.221797,-9.0,3097.454,1.112385,281.6942,20.55478,0.0,47.624,0.0,-0.78283,-0.079827,-0.236261,0.987688,1.015553,-47.624,199.092,0.0,2.1248381,0.0,0.0,45.7517
199.82,return,6693.6938,992.9656,74.61028,0.22175,-9.0,3096.225,1.112411,281.6957,20.55478,0.0,47.6191,0.0,-0.78259,-0.079802,-0.236237,0.987688,1.015547,-47.619,199.092,0.0,2.1248381,0.0,0.0,45.7512
199.84,return,6692.2203,992.7322,74.59463,0.221703,-9.0,3094.997,1.112436,281.6972,20.55478,0.0,47.6141,0.0,-0.78235,-0.079778,-0.236212,0.987688,1.015541,-47.614,199.092,0.0,2.1248381,0.0,0.0,45.7507
199.86,return,6690.7471,992.4989,74.57898,0.221656,-9.0,3093.77,1.112462,281.6988,20.55478,0.0,47.6092,0.0,-0.78211,-0.079753,-0.236188,0.987688,1.015536,-47.609,199.092,0.0,2.1248381,0.0,0.0,45.7502
199.88,return,6689.2742,992.2656,74.56334,0.221609,-9.0,3092.543,1.112487,281.7003,20.55478,0.0,47.6043,0.0,-0.78187,-0.079729,-0.236163,0.987688,1.01553,-47.604,199.092,0.0,2.1248381,0.0,0.0,45.7496
